City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Windspeed,Country,Date
0,al jawf,29.5,38.75,31.4,8,22,2.13,SA,1684344205
1,utrik,11.2278,169.8474,27.16,79,99,7.93,MH,1684344205
2,adamstown,-25.066,-130.1015,22.81,74,2,0.79,PN,1684344206
3,ushuaia,-54.8,-68.3,7.79,45,20,5.14,AR,1684344085
4,breckenridge,32.7557,-98.9023,29.11,45,0,3.09,US,1684344206
5,bredasdorp,-34.5322,20.0403,13.88,86,100,2.8,ZA,1684344206
6,west island,-12.1568,96.8225,26.99,74,40,7.2,CC,1684344206
7,soe,-9.8607,124.284,16.79,94,47,2.06,ID,1684344206
8,bac lieu,9.285,105.7244,29.29,76,55,5.08,VN,1684344207
9,mexia,31.6799,-96.4822,26.06,67,75,1.79,US,1684344207
10,aasiaat,68.7098,-52.8699,-1.03,78,8,1.85,GL,1684344207
11,grytviken,-54.2811,-36.5092,2.67,86,59,7.45,GS,1684344207
12,bahia blanca,-38.7196,-62.2724,18.29,77,75,4.63,AR,1684344207
13,port lincoln,-34.7333,135.8667,13.55,58,100,3.38,AU,1684344207
14,hotan,37.0997,79.9269,25.82,11,18,2.13,CN,1684344208
15,williamsburg,37.2707,-76.7075,25.03,61,75,3.09,US,1684344208
16,anadyr,64.75,177.4833,-1.72,74,0,4.0,RU,1684344208
17,yellowknife,62.456,-114.3525,11.29,58,20,5.66,CA,1684344076
18,ilulissat,69.2167,-51.1,1.01,75,20,2.06,GL,1684344208
19,waitangi,-43.9535,-176.5597,13.79,85,29,7.22,NZ,1684344208
20,hailar,49.2,119.7,8.09,27,4,3.36,CN,1684344208
21,onega,63.9061,38.1404,16.72,61,100,4.95,RU,1684344208
22,hamilton,39.1834,-84.5333,21.52,54,0,5.14,US,1684344208
23,negombo,7.2083,79.8358,28.12,84,97,3.4,LK,1684344209
24,guerrero negro,27.9769,-114.0611,18.61,67,83,6.45,MX,1684344209
25,blackmans bay,-43.0167,147.3167,3.07,89,14,2.36,AU,1684344209
26,jaragua,-15.7569,-49.3344,30.54,33,0,1.72,BR,1684344209
27,tazovsky,67.4667,78.7,-2.81,87,100,5.76,RU,1684344209
28,port-aux-francais,-49.35,70.2167,8.02,98,100,14.31,TF,1684344209
29,lompoc,34.6391,-120.4579,21.07,85,100,1.79,US,1684344209
30,bilibino,68.0546,166.4372,-5.63,84,45,1.22,RU,1684344209
31,hawaiian paradise park,19.5933,-154.9731,21.69,94,100,2.57,US,1684344210
32,edinburgh of the seven seas,-37.0676,-12.3116,17.59,93,100,7.41,SH,1684344210
33,kroya,-7.6331,109.2461,24.49,80,46,1.79,ID,1684344210
34,akjoujt,19.6969,-14.4164,38.41,14,10,6.77,MR,1684344210
35,broken hill,-31.95,141.4333,6.79,51,0,3.72,AU,1684343955
36,bel ombre,-4.6167,55.4167,27.91,69,40,4.63,SC,1684344210
37,gadzhiyevo,69.2551,33.3362,12.13,75,98,5.27,RU,1684344210
38,qaqortoq,60.7167,-46.0333,2.48,98,100,1.95,GL,1684344210
39,ust-nera,64.5667,143.2,2.34,98,100,2.56,RU,1684344211
40,albany,42.6001,-73.9662,13.3,37,5,2.24,US,1684344045
41,mao,39.8885,4.2658,18.31,42,20,9.77,ES,1684344211
42,brisas de zicatela,15.8369,-97.0419,32.29,62,0,2.06,MX,1684344211
43,thompson,55.7435,-97.8558,2.09,100,100,6.69,CA,1684344119
44,pokhara,28.2333,83.9833,21.96,53,55,2.42,NP,1684344033
45,iqaluit,63.7506,-68.5145,-5.15,73,40,8.75,CA,1684344211
46,whitehorse,60.7161,-135.0538,16.17,30,20,1.54,CA,1684344170
47,kone,-21.0595,164.8658,22.84,87,74,1.14,NC,1684344212
48,papatowai,-46.5619,169.4708,8.06,86,100,3.99,NZ,1684344212
49,pyhajarvi,67.0701,27.2176,11.13,93,100,2.7,FI,1684344212
50,st. john's,47.5649,-52.7093,14.66,81,100,12.35,CA,1684344212
51,arraial do cabo,-22.9661,-42.0278,21.98,88,75,7.72,BR,1684344212
52,ritchie,-29.038,24.6028,11.56,21,0,3.29,ZA,1684344212
53,kargasok,59.0556,80.8572,2.23,67,49,3.04,RU,1684344212
54,baikonur,45.6167,63.3167,15.97,52,21,3.03,KZ,1684344124
55,bolu,40.6667,31.5833,12.68,95,96,2.65,TR,1684344213
56,kavaratti,10.5669,72.642,29.74,69,36,2.84,IN,1684343973
57,peniche,39.3558,-9.3811,25.6,46,14,8.45,PT,1684344213
58,kingston,17.997,-76.7936,30.53,75,20,5.14,JM,1684343980
59,ribeira grande,38.5167,-28.7,21.22,83,20,6.17,PT,1684344213
60,saint-pierre,-21.3393,55.4781,25.82,78,100,4.12,RE,1684344213
61,markovo,57.3206,107.0881,3.14,96,92,1.61,RU,1684344213
62,norfolk,42.1668,-71.2495,16.3,34,20,6.69,US,1684344213
63,chernyshevskiy,63.0128,112.4714,-0.63,98,100,1.01,RU,1684344213
64,invercargill,-46.4,168.35,7.2,91,99,2.91,NZ,1684344214
65,san antonio de pale,-1.4014,5.6325,27.8,79,100,4.9,GQ,1684344214
66,tiksi,71.6872,128.8694,-8.55,95,99,4.19,RU,1684344214
67,coyhaique,-45.5752,-72.0662,8.97,46,40,3.09,CL,1684344005
68,pell city,33.5862,-86.2861,24.92,90,100,0.45,US,1684344214
69,east ballina,-28.8667,153.5833,10.44,83,70,5.6,AU,1684344214
70,polyarnyy,69.1989,33.4478,11.52,78,97,5.26,RU,1684344214
71,kwang binh,17.4833,106.6,29.02,55,49,3.14,VN,1684344214
72,port elizabeth,-33.918,25.5701,16.72,92,75,8.23,ZA,1684344215
73,talnakh,69.4865,88.3972,-2.66,97,100,1.86,RU,1684344215
74,ghat,24.9647,10.1728,33.82,7,1,4.16,LY,1684344215
75,dudinka,69.4058,86.1778,-2.43,97,100,4.83,RU,1684344215
76,udachny,66.4167,112.4,-1.83,89,94,5.34,RU,1684344215
77,shenjiamen,29.9576,122.298,19.97,98,100,7.73,CN,1684344215
78,puerto natales,-51.7236,-72.4875,4.25,81,75,9.26,CL,1684344215
79,college,64.8569,-147.8028,9.7,82,75,2.57,US,1684344215
80,olonkinbyen,70.9221,-8.7187,0.96,98,100,6.25,SJ,1684344215
81,at taj,24.2049,23.2857,29.73,15,2,4.98,LY,1684344216
82,hassi messaoud,31.6804,6.0729,27.92,32,40,10.29,DZ,1684344216
83,son la,21.3167,103.9,22.64,70,75,1.02,VN,1684344216
84,porbandar,21.6422,69.6093,28.57,82,0,5.59,IN,1684344216
85,bethel,41.3712,-73.414,16.75,36,0,5.66,US,1684344216
86,belyy yar,53.6039,91.3903,1.94,87,0,2.0,RU,1684344216
87,shetpe,44.1667,52.1167,13.52,77,100,7.17,KZ,1684344216
88,iskateley,67.6803,53.1512,15.27,70,22,7.54,RU,1684344216
89,katabu,-4.9333,122.5167,23.52,93,94,1.41,ID,1684344217
90,badger,64.8,-147.5333,9.65,79,75,2.57,US,1684344217
91,crookston,47.7741,-96.6081,26.95,31,0,7.2,US,1684344217
92,san pedro del parana,-26.8333,-56.2,26.03,43,18,3.83,PY,1684344217
93,karratha,-20.7377,116.8463,22.31,66,1,2.97,AU,1684344217
94,tete,-16.1564,33.5867,24.41,56,34,1.85,MZ,1684344217
95,lihue,21.9789,-159.3672,23.77,80,100,6.17,US,1684344217
96,ma'rib,15.4591,45.3253,33.53,14,21,4.86,YE,1684344217
97,happy valley-goose bay,53.3168,-60.3315,3.17,81,75,3.6,CA,1684343978
98,sitka,57.0531,-135.33,18.24,49,3,0.65,US,1684344218
99,tindouf,27.6711,-8.1474,28.25,18,0,10.29,DZ,1684344218
100,batken,39.8333,71.0,10.39,75,92,0.66,KG,1684344218
101,kinablangan,7.6947,126.5503,26.13,87,62,1.97,PH,1684344218
102,urumqi,43.801,87.6005,17.53,52,0,3.0,CN,1684344218
103,abrantes,39.4667,-8.2,27.84,19,100,2.24,PT,1684344218
104,long beach,33.767,-118.1892,20.98,84,100,2.24,US,1684343940
105,kalevala,65.2,31.1667,13.82,77,100,5.83,RU,1684344218
106,fortuna,40.5982,-124.1573,11.51,100,100,2.06,US,1684344121
107,margaret river,-33.95,115.0667,14.25,65,0,4.63,AU,1684344219
108,nelson bay,-32.7167,152.15,11.67,97,74,5.81,AU,1684344107
109,codrington,-38.2667,141.9667,9.52,74,86,1.23,AU,1684344219
110,yangjiang,21.85,111.9667,25.5,94,45,0.61,CN,1684344219
111,mandla,22.6,80.3833,32.5,28,33,0.93,IN,1684344073
112,coos bay,43.3665,-124.2179,16.8,88,75,2.06,US,1684343985
113,atafu village,-8.5421,-172.5159,28.65,79,100,6.41,TK,1684344219
114,zhanibek,49.4167,46.85,16.97,59,98,3.47,KZ,1684344219
115,kailua-kona,19.6406,-155.9956,24.98,81,20,2.68,US,1684344220
116,la passe,45.5549,-0.8967,18.91,59,6,7.32,FR,1684344220
117,coahuayana de hidalgo,18.7,-103.6583,33.01,40,0,3.13,MX,1684344220
118,beloyarskiy,63.7119,66.6722,8.54,67,18,1.02,RU,1684344220
119,kolar,13.1333,78.1333,29.03,46,71,4.55,IN,1684344153
120,pimentel,-6.8367,-79.9342,29.16,58,20,7.2,PE,1684344220
121,grimstad,58.3405,8.5934,12.95,40,0,5.62,NO,1684344148
122,hermanus,-34.4187,19.2345,13.78,83,100,3.62,ZA,1684344220
123,deganwy,53.3045,-3.8274,16.27,43,100,0.45,GB,1684344221
124,kodiak,57.79,-152.4072,4.36,76,38,0.39,US,1684344221
125,lubao,14.9167,120.55,27.84,81,77,1.19,PH,1684344221
126,san borja,-14.8167,-66.85,30.02,53,67,2.19,BO,1684344221
127,lesnoy,57.6198,63.0784,10.21,44,94,2.62,RU,1684344221
128,newman,37.3138,-121.0208,28.46,34,2,1.79,US,1684344221
129,praia,14.9215,-23.5087,27.3,54,20,11.83,CV,1684344221
130,malango,-2.9627,119.9001,19.32,98,95,0.87,ID,1684344222
131,ete,7.05,7.45,29.52,67,87,3.13,NG,1684344222
132,cabo san lucas,22.8909,-109.9124,28.67,53,20,2.57,MX,1684344222
133,mount pearl,47.5166,-52.7813,14.19,82,100,12.35,CA,1684344222
134,mount gambier,-37.8333,140.7667,8.4,74,89,1.64,AU,1684344222
135,stanley,54.868,-1.6985,15.28,67,20,6.17,GB,1684344222
136,nemuro,43.3236,145.575,6.35,94,38,3.58,JP,1684344223
137,geraldton,-28.7667,114.6,14.23,62,48,4.12,AU,1684344224
138,tutoia,-2.7619,-42.2744,28.87,75,100,4.72,BR,1684344224
139,carnarvon,-24.8667,113.6333,21.82,63,63,2.39,AU,1684344226
140,machico,32.7,-16.7667,23.34,66,20,3.6,PT,1684344227
141,collie,-33.3667,116.15,11.8,69,1,2.73,AU,1684344227
142,chishmy,54.5765,55.3764,19.13,56,58,4.07,RU,1684344227
143,saipan,15.1355,145.701,26.47,100,40,5.14,MP,1684344228
